kommun;year;value
0512;2023;22.55
0512;2024;22.55
0512;2025;22.55
0512;2026;22.55
0513;2015;20.95
0513;2016;20.95
0513;2017;20.95
0513;2018;20.95
0513;2019;20.95
0513;2020;20.95
0513;2021;21.45
0513;2022;21.45
0513;2023;21.45
0513;2024;21.45
0513;2025;21.45
0513;2026;21.45
0560;2015;21.82
0560;2016;21.82
0560;2017;21.82
0560;2018;21.82
0560;2019;21.82
0560;2020;21.82
0560;2021;21.82
0560;2022;21.82
0560;2023;21.82
0560;2024;21.82
0560;2025;21.82
0560;2026;21.82
0561;2015;21.95
0561;2016;21.95
0561;2017;21.95
0561;2018;21.95
0561;2019;21.95
0561;2020;22.39
0561;2021;22.39
0561;2022;22.39
0561;2023;22.39
0561;2024;22.39
0561;2025;22.39
0561;2026;22.39
0562;2015;22.15
0562;2016;22.15
0562;2017;22.15
0562;2018;22.15
0562;2019;22.15
0562;2020;22.15
0562;2021;22.15
0562;2022;22.15
0562;2023;22.15
0562;2024;22.15
0562;2025;22.15
0562;2026;22.15
0563;2015;21.98
0563;2016;22.48
0563;2017;22.48
0563;2018;22.48
0563;2019;22.48
0563;2020;22.48
0563;2021;22.48
0563;2022;22.48
0563;2023;22.48
0563;2024;22.48
0563;2025;22.48
0563;2026;22.48
0580;2015;20.2
0580;2016;20.2
0580;2017;20.2
0580;2018;20.2
0580;2019;20.2
0580;2020;20.2
0580;2021;20.2
0580;2022;20.2
0580;2023;20.2
0580;2024;20.2
0580;2025;20.2
0580;2026;20.2
0581;2015;21.25
0581;2016;21.75
0581;2017;21.75
0581;2018;21.75
0581;2019;21.75
0581;2020;21.75
0581;2021;21.75
0581;2022;21.75
0581;2023;21.75
0581;2024;21.75
0581;2025;21.75
0581;2026;21.75
0582;2015;21.18
0582;2016;21.18
0582;2017;21.18
0582;2018;21.18
0582;2019;21.18
0582;2020;21.18
0582;2021;21.18
0582;2022;21.18
0582;2023;21.18
0582;2024;21.98
0582;2025;21.98
0582;2026;21.98
0583;2015;21.2
0583;2016;21.7
0583;2017;21.7
0583;2018;21.7
0583;2019;21.7
0583;2020;21.7
0583;2021;21.7
0583;2022;21.7
0583;2023;21.7
0583;2024;21.7
0583;2025;21.7
0583;2026;21.7
0584;2015;21.55
0584;2016;22.8
0584;2017;22.8
0584;2018;22.8
0584;2019;22.8
0584;2020;22.8
0584;2021;22.8
0584;2022;22.8
0584;2023;22.8
0584;2024;22.8
0584;2025;22.8
0584;2026;22.8
0586;2015;21.9
0586;2016;21.9
0586;2017;21.9
0586;2018;21.9
0586;2019;21.9
0586;2020;21.9
0586;2021;21.9
0586;2022;21.9
0586;2023;21.9
0586;2024;21.9
0586;2025;21.9
0586;2026;21.9
0604;2015;22.09
0604;2016;22.09
0604;2017;22.09
0604;2018;22.09
0604;2019;22.09
0604;2020;22.09
0604;2021;22.09
0604;2022;22.09
0604;2023;22.09
0604;2024;22.09
0604;2025;22.09
0604;2026;22.09
0617;2015;22.24
0617;2016;22.24
0617;2017;22.24
0617;2018;22.24
0617;2019;22.24
0617;2020;22.24
0617;2021;22.24
0617;2022;22.24
0617;2023;22.24
0617;2024;22.24
0617;2025;22.24
0617;2026;22.24
0642;2015;21.84
0642;2016;21.84
0642;2017;21.84
0642;2018;21.84
0642;2019;22.34
0642;2020;22.34
0642;2021;22.34
0642;2022;22.34
0642;2023;22.34
0642;2024;22.34
0642;2025;22.34
0642;2026;22.34
0643;2015;22.17
0643;2016;22.17
0643;2017;22.17
0643;2018;22.17
0643;2019;22.17
0643;2020;22.17
0643;2021;22.17
0643;2022;22.17
0643;2023;22.17
0643;2024;22.17
0643;2025;22.17
0643;2026;22.17
0662;2015;22.13
0662;2016;22.13
0662;2017;22.13
0662;2018;22.13
0662;2019;21.99
0662;2020;21.99
0662;2021;21.99
0662;2022;21.99
0662;2023;21.99
0662;2024;21.99
0662;2025;21.99
0662;2026;21.99
0665;2015;21.19
0665;2016;21.19
0665;2017;21.19
0665;2018;21.49
0665;2019;21.49
0665;2020;21.49
0665;2021;21.49
0665;2022;21.49
0665;2023;21.49
0665;2024;21.49
0665;2025;21.49
0665;2026;21.49
0680;2015;21.34
