kommun;year;value
1265;2024;31.397727
1265;2025;34.004998
1266;2015;20.502891
1266;2016;22.849628
1266;2017;25.274828
1266;2018;22.543756
1266;2019;20.76119
1266;2021;24.114936
1266;2022;27.368664
1266;2023;26.626884
1266;2024;26.325157
1266;2025;30.249715
1267;2015;57.32915
1267;2016;49.912396
1267;2017;46.625347
1267;2018;45.20787
1267;2019;50.030434
1267;2021;54.490729
1267;2022;59.482401
1267;2023;42.949789
1267;2024;35.702095
1267;2025;38.182142
1270;2015;12.640867
1270;2016;15.716482
1270;2017;17.875868
1270;2018;19.497707
1270;2019;20.817215
1270;2021;28.273961
1270;2022;33.642243
1270;2023;34.431674
1270;2024;38.387725
1270;2025;43.994037
1272;2015;18.378547
1272;2016;21.224379
1272;2017;24.508066
1272;2018;27.153964
1272;2019;28.388071
1272;2021;28.492787
1272;2022;34.227746
1272;2023;36.367749
1272;2024;37.800175
1272;2025;33.060902
1273;2015;31.770322
1273;2016;34.281448
1273;2017;36.841588
1273;2018;37.259298
1273;2019;36.644936
1273;2021;36.747413
1273;2022;32.281435
1273;2023;27.918954
1273;2024;26.308745
1273;2025;27.863146
1275;2015;9.59539
1275;2016;13.797652
1275;2017;15.980266
1275;2018;21.704346
1275;2019;26.777712
1275;2021;34.989376
1275;2022;34.660317
1275;2023;31.622951
1275;2024;30.693604
1275;2025;16.085851
1276;2015;11.838488
1276;2016;15.908956
1276;2017;19.106974
1276;2018;24.529863
1276;2019;27.737743
1276;2021;26.903214
1276;2022;30.086919
1276;2023;30.326628
1276;2024;24.172611
1276;2025;24.993043
1277;2015;32.852484
1277;2016;34.035458
1277;2017;33.320129
1277;2018;32.535983
1277;2019;32.683327
1277;2021;47.527081
1277;2022;52.219204
1277;2023;51.736753
1277;2024;52.225733
1277;2025;48.190235
1278;2015;17.527485
1278;2016;18.947078
1278;2017;19.516137
1278;2018;21.059747
1278;2019;19.284959
1278;2021;24.682653
1278;2022;25.578054
1278;2023;20.537449
1278;2024;19.237124
1278;2025;20.831972
1280;2015;24.399391
1280;2016;26.638877
1280;2017;29.087105
1280;2018;31.083284
1280;2019;30.060506
1280;2021;36.466742
1280;2022;39.755969
1280;2023;38.494375
1280;2024;37.265006
1280;2025;37.465348
1281;2015;16.521606
1281;2016;17.386791
1281;2017;17.766089
1281;2018;17.395899
1281;2019;17.346224
1281;2021;27.420888
1281;2022;28.384408
1281;2023;26.785849
1281;2024;24.297654
1281;2025;25.790925
1282;2015;54.935487
1282;2016;56.69039
1282;2017;62.436019
1282;2018;61.855596
1282;2019;61.475781
1282;2021;56.890731
1282;2022;59.576606
1282;2023;60.677624
1282;2024;60.575749
1282;2025;54.787273
1283;2015;39.921128
1283;2016;38.142269
1283;2017;37.116948
1283;2018;38.256858
1283;2019;41.108818
1283;2021;43.550602
1283;2022;47.496758
1283;2023;49.294407
1283;2024;52.163495
1283;2025;53.546814
1284;2015;42.208944
1284;2016;44.075951
1284;2017;43.837893
1284;2018;43.237931
1284;2019;48.031698
1284;2021;55.260497
1284;2022;57.712859
1284;2023;57.87467
1284;2024;57.098295
1284;2025;57.397179
1285;2015;34.833833
1285;2016;38.277532
1285;2017;40.505217
1285;2018;41.020831
1285;2019;41.225317
1285;2021;40.483665
1285;2022;41.096363
1285;2023;36.368941
1285;2024;34.500116
1285;2025;33.583549
1286;2015;19.893783
1286;2016;20.427878
1286;2017;20.794937
1286;2018;20.529799
1286;2019;16.708484
1286;2021;17.487511
1286;2022;19.349986
1286;2023;20.425858
1286;2024;20.509618
1286;2025;22.424942
1287;2015;22.183647
1287;2016;23.566359
1287;2017;23.428681
1287;2018;27.862974
1287;2019;27.309389
1287;2021;37.097136
1287;2022;28.128137
1287;2023;25.08888
1287;2024;21.289132
1287;2025;21.609148
1290;2015;30.292242
1290;2016;30.761154
1290;2017;31.43986
1290;2018;31.898397
1290;2019;31.631008
1290;2021;32.127655
1290;2022;35.64068
1290;2023;32.152977
1290;2024;32.573094
1290;2025;34.051504
1291;2015;16.977128
1291;2016;21.633226
1291;2017;24.617554
1291;2018;25.200182
1291;2019;30.146386
1291;2021;36.45471
1291;2022;40.312844
1291;2023;40.681838
1291;2024;33.873213
1291;2025;34.545161
1292;2015;44.298444
1292;2016;45.426498
1292;2017;43.23608
